Name,Image,AC Bonus,Base AC,ST Ability,ST Bonus,ST Factor,Immunity,Resistance,Abilities,Ability Bonus,Ability Max,Additional HP,Skills,Skill Bonus,Skill Factor,Movement,Critical Chance,AR Types,AR Bonus,AR Factor,Attack Type,Weapon DMG,Weapon DMG Type,Death ST Factor,Ability Check,Ability Check Bonus,Ability Check Factor,Spell Save DC Bonus,Vulnerability,Immune to Conditions,Cant Move,Cant Act,Cant React,Initiative,Opponent AR Type,Opponent AR Factor,Darkvision,Skill Proficiency,Temporary HP,Ignore,DONE,Description
Form of Dread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frightened,,,,,,,,,15,FALSE,TRUE,"The Ch'r'ai has 15 Temporary Hit Points and can't be  Frightened. Each time she attacks a foe, that foe can become  Frightened for 1 turn."
Formless Slaughter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This creature has a +1 bonus to Attack and Damage rolls while disguised or shapeshifted.
Fox's Cunning,,,,,,,,,,,,,"Arcana, History, Investigation, Nature, Religion",,ADV,,,,,,,,,,INT,,ADV,,,,,,,,,,,,,FALSE,TRUE,Has  Advantage on Intelligence Checks.
Fractured Psyche,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Creature's  Armour Class is reduced by 1.
Fractured Psyche (Full-illithid),,-5,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Your  Armour Class is reduced by 5 and you have a -5 penalty to  Saving throws.
Freedom of Movement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paralysed, Restrained",,,,,,,,,,FALSE,TRUE,"The affected creature's Movement Speed cannot be reduced by Difficult Terrain, spells or magical effects. The affected creature cannot be  Paralysed or  Restrained."
Frenzied,,,,STR,,ADV,,"Bludgeoning, Piercing, Slashing",,,,,Athletics,,ADV,,,,,,,Rage,Weapon,,STR,,ADV,,,,,,,,,,,,,FALSE,TRUE,"Deal an additional 2 damage with melee and improvised weapons, and when throwing objects. Also has Resistance to physical damage, and  Advantage on Strength Checks and Saving Throws. Cannot cast or concentrate on spells."
Frenzied Fury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Overwhelmed with rage, the gnoll can attack three times per turn."
Frenzied Spores,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Glut has increased hit points and Strength. It has access to more spore spells.
Frenzied Strain,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Using  Frenzied Strike adds a stack of Frenzied Strain. The barbarian takes a -1 penalty on Attack Rolls for every stack. All stacks are removed when  Frenzy ends.
Friends,,,,,,,,,,,,,"Persuasion, Performance, Intimidation, Deception",,ADV,,,,,,,,,,CHA,,ADV,,,,,,,,,,,,,FALSE,TRUE,"Has  Advantage on  Charisma checks directed at the target creature. In higher difficulty modes, the target might accuse you of enchanting them."
Frightened,,,,,,,,,,,,,,,DIS,,,,,DIS,,,,,,,DIS,,,,,,,,,,,,,FALSE,TRUE,The affected creature cannot move. Frightened creatures also have  Disadvantage on  Ability checks and Attack rolls.
Frozen,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,"Bludgeoning, Thunder, Force",,,,,,,,,,,TRUE,FALSE,"Affected entity is utterly enamelled in ice and is Incapacitated. If it is dealt Bludgeoning, Thunder, or Force damage, the ice shatters, ending the condition. Gains Vulnerability to Bludgeoning, Thunder, and Force damage. Gains Resistance to Fire damage. Gains immunity to  Burning and  Encrusted with Frost."
Fugitive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Recently escaped from prison. Guards will arrest this prisoner on sight.
Fungal Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The hag has a +5 bonus to Saving Throws for each nearby Pearlspore Bell.
Fungal Resurrection,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The hag will be resurrected by nearby Pearlspore Bells at the start of their next turn.
Galerian Revelry,,,,DEX,,DIS,,,,,,,,,,,,,,DIS,,,,,,,,,,,TRUE,TRUE,,,,ADV,,,,FALSE,TRUE,"Compelled to shuffle and dance. Affected entity can't move or take actions. Attack rolls against it have  Advantage, while its Attack Rolls and Dexterity  Saving throws have  Disadvantage."
Galvanic Currents,,,,,,,,,,,,,,,,,,,,,,1d6,Lightning,,,,,,,,,,,,,,,,,FALSE,TRUE,Blue lightning flits across the weapon's surface. Deals an additional 1d6Lightning.
Gaping Wounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Attacks against this creature deal an additional 2Piercing damage. Removed by healing.
Garrotted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity is being strangled by a garrotte. It is Silenced and takes 3d6Bludgeoning damage per turn. Both the entity and the garrotter can't move until the condition ends. If the entity and the garrotter are forcibly moved more than  5 m / 17 ft apart, this condition ends."
Garrotting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Strangling a creature with a garrotte. Moving more than 5 m / 17 ft away from the creature will break the garrotte.
Gaseous Form,,,,"STR, DEX, CON",,ADV,,"Bludgeoning, Piercing, Slashing, Acid, Cold, Fire, Force, Lightning, Necrotic, Poison, Psychic, Radiant, Thunder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Transformed into a cloud of mist. Resistant to all damage. Has  Advantage on Constitution, Dexterity, and Strength  Saving throws. Becomes Tiny in size. Cannot attack, cast spells, or speak. The target's Strength and Dexterity scores are set to 10 while in this form."
Gaseous Reflux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Physical attacks have added gas to Thisobald's special brew, letting him use  Roaring Belch."
Gathering Drumbeat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"A goblin has sounded these war drums, calling reinforcements to battle. Will draw nearby goblins into combat. If used in the Goblin Camp, will turn the entire camp hostile as well. All  Temporarily Hostile enemies become permanently hostile."
Ghastly Fume,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The affected entity's foul stench creates a pungent cloud that  Nauseates all creatures around it.
Giant Form,,,,STR,,ADV,,,,,,,Athletics,,ADV,,,,,,,1d6,Weapon,,STR,,ADV,,,,,,,,,,,,27,FALSE,TRUE,"Affected entity's size is increased. Its weapon attacks deal an additional 1d6 damage. It gains  27 temporary hit points, and has  Advantage on Strength  Ability checks and  Saving throws."
Giant's Rage,,,,STR,,ADV,,"Bludgeoning, Piercing, Slashing",,,,,Athletics,,ADV,,,,,,,Rage,Weapon,,STR,,ADV,,,,,,,,,,,,,FALSE,TRUE,"Raging and increased in size. Deals an additional 2 damage (increased to 3 at level 9) with melee and improvised weapons, unarmed strikes, and 4 damage (increased to 6 at level 9) while throwing objects . Also has resistance to Physical damage, and  Advantage on Strength Checks and  Saving throws. Size is increased by one category. Cannot cast or concentrate on Spells."
Gigantic Endurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,FALSE,TRUE,Gained  27 temporary hit points.
Githyanki Providence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"A mote of githyanki psionics allows the affected entity to cast  Misty Step,  Enhance Leap, and  Blur once each until its next Long Rest."
Githyanki War Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Can make a weapon attack using a bonus action.
Githzerai Mind Barrier,,,,INT,,ADV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Having assimilated a splinter of githzerai knowledge, mental barriers have been erected in the affected entity's mind. It has  Advantage on Intelligence Saving Throws."
Glimpse of Freedom,,,,,,,,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Escaping certain death, the character is motivated to move  4.5 m / 15 ft quicker."
Glutted Catacombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This area is filled with the bones of the dead. The spell  Animate Dead: Skeleton does not require a skeleton to raise the dead in this area.
Gnawing Horde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Ravenous Ghouls that fight alongside you.
Gnomish Ingenuity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sleight of Hand,,FALSE,TRUE,Affected entity is Proficient in Sleight of Hand Checks and can cast  Knock until it takes a Long Rest.
Goaded,,,,,,,,,,,,,,,,,,,,DIS,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Must attack the goading creature, if possible.  Disadvantage on Attack Rolls against targets other than the spellcaster."
God of Ambition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Mere mortals whisper petitions to the newly divine Gale Dekarios as The Once-Wizard, High Aspirant, The Lord of Zeal - but none have yet been granted an audience with the God of Ambition. Until tonight, that is."
Gossamer Tomb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,FALSE,TRUE,"This creature is entombed in  Infested spider silk, and cannot move or take actions. Unless the silk is removed with Acid or Fire damage, it will explode, dealing 8d10Poison to the entombed creature."
Grappled (Tentacle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"At the start of each turn, the target makes a  Strength saving throw to attempt to free themselves. On a failed save, they take 2d6Psychic."
Grappled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity is incapacitated and cannot be damaged while held within the grapple.  Help it to free it!
Grappling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,FALSE,TRUE,Affected entity has  Grappled another creature. Cannot move while Grappling. Interrupted by receiving damage.
Grasp Essence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"When you hit a creature with an unarmed attack, you can regain 10hit points or choose to gain  Advantage on Attack Rolls or Saving Throws before the end of your next turn."
Grasping Arrow: Entangled,,,,,,,,,,,,,,,,-3,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity will take 2d6Slashing damage when it moves, and its movement speed is reduced by 3 m / 10 ft."
Gravely Wounded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This person cannot be healed or saved.
Great Weapon Master: Bonus Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Can make a melee attack as a  Bonus Action.
Greater Arcane Hunger,,,,,,DIS,,,,,,,,,,,,,,DIS,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,The Netherese Orb in Gale's body is weakening him. He has  Disadvantage on Attack rolls and all  Saving throws.
Greater Elixir of Arcane Cultivation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Has an additional  Level 2 Spell Slot.
Greater Invisibility,,,,,,,,,,,,,,,,,,,,ADV,,,,,,,,,,,,,,,,DIS,,,,FALSE,TRUE,"Entity has  Advantage on Attack rolls. Attack Rolls against it have  Disadvantage When interacting with items, casting spells, or attacking, the entity needs to succeed on a Stealth Check to maintain Invisibility. The Check becomes harder with each successful attempt."
Greater Toughness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This material is extremely strong. Only a hit that deals at least 50 damage can damage it.
Green Bed Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,When starting your turn on Plant Growth Surface or  Vine Surface regain 1~4hit points hit points.
Grieving,,,,,,,,,,,,,,,DIS,,,,,ADV,,,,,,,DIS,,,,,,,,,,,,,FALSE,TRUE,The affected creature has  Advantage on Attack rolls but  Disadvantage on  Ability checks while processing the loss of something dear to it.
Gripped by Kereska's Flame,,,,,,,,Fire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity has resistance to Fire damage. Its fire spells deal additional damage equal to its proficiency bonus. When it deals spell damage, it gains 2 turns of  Heat. While attuned to Kereska's flame, it can cast  Fireball at 3rd level and  Wall of Fire at 5th level once per short rest."
Grotesque Distention,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Bloated beyond hope. Will explode at the slightest touch. Touching an entity affected with this condition will cause a blast of 8d6Poison damage in an  AoE: 3 m / 3 ft (Radius), form a Poison Cloud of the same size, and utterly destroy the entity."
Guardian Wraiths,,,,,,,"Bludgeoning, Piercing, Slashing, Acid, Cold, Fire, Force, Lightning, Necrotic, Poison, Psychic, Radiant, Thunder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity is Immune to all damage. When this effect ends, the entity will be healed for 6d8hit points, unless it is ended by  Greater Restoration or  Remove Curse."
Guidance,,,,,,,,,,,,,,1d4,,,,,,,,,,,,1d4,,,,,,,,,,,,,,FALSE,TRUE,Gains a  +1d4 bonus to  Ability checks.
Guided Strike: Active,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,You have a +10 bonus to your next Attack roll.
Guiding Bolt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADV,,,,FALSE,TRUE,The next Attack roll made against this creature has  Advantage.
Haemorrhaged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The target takes 1d6Piercing damage at end of turn.
Hag Pregnancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,The hag has eaten the child to transform her into a newborn hag. Killing the hag will lead to the child's death.
Hag's Pawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Ethel has taken control. Condition lasts until mask is removed or spellcaster is dead.
Hag's Trickery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Is this Ethel - or an illusion?
Half-Orcish Fury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The next time the affected entity is  Downed, it instead drops to 1 hit point thanks to the relentless will roiling in its veins."
Halfling Luck,,,,,,,,,,,,,,,ADV,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,The luck of the smallfolk grants the affected entity  Advantage on Skill Checks until its next Long Rest.
Hallucinating,,,,,,,,,,,,,,,DIS,,,,,,,,,,,,DIS,,,,,TRUE,TRUE,,,,,,,FALSE,TRUE,"Creature is hallucinating. It has  Disadvantage on Ability Checks, wanders around uncontrollably, and can't take  Actions or reactions."
Hamstrung,,,,,,,,,,,,,,,,x0.5,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Movement Speed reduced by 50%. Removed by healing.
Hands Off - Petal,,,,,,,,,,,,,"Animal Handling, Insight, Medicine, Perception, Survival",,DIS,,,,,,,,,,WIS,,DIS,,,,,,,,,,,,,FALSE,TRUE,"Ethel disapproves, dearie.  Disadvantage on Wisdom Checks. Take 2d4Psychic damage when condition is received."
Happy,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Astarion's vampiric hunger has been temporarily sated. +1 to all Attack Rolls, Saving Throws, and most Ability Checks."
Harm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Affected entity's maximum Hit Points have been reduced by the damage inflicted by the Harm spell This condition is a Disease
Harmonised,,,,,,,,,,,,,,,,,,,,,,CHA,Weapon,,,,,,,,,,,,,,,,,FALSE,TRUE,Affected entity's melee weapon attacks deal additional damage equal to its Charisma Modifier (min.1).
Harrowed,,,,"CHA, WIS",,DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,The affected entity is psychically oppressed by a powerful ghost. It has  Disadvantage on Charisma and Wisdom  Saving throws.
Haste Spores,,2,,DEX,,ADV,,,,,,,,,,x2,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Target gains Advantage on Dexterity  Saving throws. Target's Movement Speed is doubled. Target gains an additional  Action.
Hastened,,2,,DEX,,ADV,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"The affected creature acquires the following: Advantage on Dexterity  Saving throws An increase in Movement Speed of  9 m / 30 ft An additional  Action  When the condition ends, the affected creature becomes  Lethargic and is unable to move or take Actions for 1 turn."
Haunted Approach,,,,,,,,,,,,,,,,x0.5,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,This creature's Movement speed and jump distance is halved while within  3 m / 10 ft of a Cursed Skull
Haunting Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Nearby creatures are afflicted with  Phantasmal Force.
Healing Incense,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Affected entity regains 1d4hit points at the start of the spellcaster's turn, as long as they remain within  10 m / 33 ft of them."
Healing Incense Aura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Applies  Healing Incense to affected entity and allies within  Range: 10 m / 30 ft, regaining 1d4hit points per turn."
Healing Pearl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"At the start of its turn, this mushroom keeping Auntie Ethel alive regains all its hit points unless some effect prevents it from restorative healing."
Healing Radiance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Allies within 3m / 10ft will regain Proficiency bonus + Paladin level + Charisma modifierHealing at the start of the Paladin's next turn.
Heart of Stone,,,,,,,,Poison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,Gain Resistance to Poison until next Long Rest.
Heartform Mapped,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The affected entity's  Violent,  Craven,  Jealous,  Melancholy,  Prying,  False, or  Wayward Heart has been mapped and punished by Viconia."
Heartform Terror: Ceremorphosis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,FALSE,TRUE,"Overcome with the fear they've turned into an illithid, the affected entity cannot move or take actions."
Heartform Terror: Spider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This creature has twisted its form into one of your fears.
Heartform Terror: Wolf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,This Sharran knows your fears and has twisted its form into one of them.
Heat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Engulfed by a vengeful fire. Takes 1d4Fire damage each turn, but can use  Heat Convergence. Heat Convergence consumes all remaining turns of Heat to deal extra Fire damage on their next fire spell or attack. Heat has a maximum  Duration: 7 turns."
Heat Convergence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"The next time the affected entity deals Fire damage, it deals an additional 1 for every turn of  Heat still affecting them."
Heat Metal,,,,,,,,,,,,,,,DIS,,,,,DIS,,,,,,,DIS,,,,,,,,,,,,,FALSE,TRUE,"Heats up a metal weapon or armour on a creature with no save (weapon is automatically prioritized). Metal weapons are dropped if the creature holding it fails their initial  Saving throw. If the creature is touching the heated metal item, they receive  Disadvantage on Attack rolls and Ability Checks. Each subsequent turn, if the creature is still touching the metal, the spellcaster can use  Reapply Heat Metal to deal another 2d8Fire damage, forcing the creature to pass a Saving Throw again or drop the item (if it is a metal weapon)."
Heat Metal: Reapply Damage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Creature can reapply the damage dealt by the heated metal.
Heavily Encumbered,,,,"DEX, STR, CON",,DIS,,,,,,,,,DIS,,,,,DIS,,,,,,,DIS,,,,,,,,,,,,,FALSE,TRUE,"Carrying far too much weight. Movement Speed heavily reduced, and you can no longer climb or Jump. You also have  Disadvantage on Ability Checks and Attack Rolls, as well as Strength, Dexterity, and Constitution Saving Throws."
Heavily Obscured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,Hiding in a Heavily Obscured area. Will go undetected unless they get too close to another creature.
Hellfire Cambion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"This cambion's attacks deal Hellfire damage, ignoring Resistance and Immunity to Fire damage."
Hellfire Curse,,,,"DEX, STR, CON",,DIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,"Hellfire roiling within this creature gives it  Disadvantage on Strength, Dexterity, and Constitution  Saving throws."
Hellish Sphere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Creature is standing within  3 m / 10 ft of a flaming sphere and will take 6d6Fire damage at the end of its turn. On a second save, it will still take half damage. Dexterity save"
Hellish Sphere (Aura),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,"Enemies and objects within  3 m / 10 ft of the sphere at the end of their turn take 6d6Fire. On a successful save, they still take half damage."
Her Voice: Commanding,,,,,,,,,,,,,"Arcana, History, Investigation, Nature, Religion, Animal Handling, Insight, Medicine, Perception, Survival, Deception, Intimidation, Performance, Persuasion",-1,,,,,,,,,,,"INT, WIS, CHA",-1,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity's brain is being tortured at the whim of the Absolute. It receives a -1 penalty to Intelligence, Wisdom, and Charisma Abilities and takes 1d6Psychic damage at the end of its turn."
Her Voice: the End of All,,,,,,,,,,,,,"Arcana, History, Investigation, Nature, Religion, Animal Handling, Insight, Medicine, Perception, Survival, Deception, Intimidation, Performance, Persuasion",-4,,,,,,,,,,,"INT, WIS, CHA",-4,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity's brain is being tortured at the whim of the Absolute. It receives a -4 penalty to Intelligence, Wisdom, and Charisma Abilities and takes 1d6Psychic damage at the end of its turn."
Her Voice: Transforming,,,,,,,,,,,,,"Arcana, History, Investigation, Nature, Religion, Animal Handling, Insight, Medicine, Perception, Survival, Deception, Intimidation, Performance, Persuasion",-2,,,,,,,,,,,"INT, WIS, CHA",-2,,,,,,,,,,,,,,FALSE,TRUE,"Affected entity's brain is being tortured at the whim of the Absolute. It receives a -2 penalty to Intelligence, Wisdom, and Charisma Abilities and takes 1d6Psychic damage at the end of its turn."
Heroic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,FALSE,TRUE,Affected entity has gained  10 temporary hit points.
Heroism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frightened,,,,,,,,,5,FALSE,TRUE,Can't be  Frightened. Receive  5 temporary hit points per turn.
