Name,Image,Permanent Conditions,Skills,Skill Bonus,Skill Factor,ST Ability,ST Bonus,ST Factor,Ability,Ability Bonus,Ability Max,Skills Proficiency,Armour Proficiency,Weapon Proficiency,Initiative,Reduce Damage Type,Reduce Damage,Darkvision,AC,AC Mod,Extra HP/Level,Actions,Spells,Cantrips,Immunity,Immune to Conditions,Movement,Expertise,Resistance,Temporary HP,Critical Chance,Attack Type,Weapon DMG,Weapon DMG Type,AR Types,AR Bonus,AR Factor,Spell Save DC,Unarmed DMG Bonus,Unarmed DMG Type,Carrying capacity,Illithid Power,Condition,Condition Duration,Condition DC,Condition Ability,ST Spell Bonus,ST Proficiency,Requirements,Jump Distance,Ignore,DONE,Desc 1,Desc 2
Fury of the Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Fury of the Small is a racial ability of Goblins. This ability allows a goblin to deal extra damage against an enemy larger than the goblin once per combat. ,"When you damage a creature larger than you, you can choose to deal 1d6⁠Physical extra. Limited to once per combat. "
Galvanic Currents,,Galvanic Currents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d6,Lightning,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Galvanic Currents is a passive feature that adds lightning damage to each attack. ,This weapon deals an additional 1d6⁠Lightning damage. 
Genial Strider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Genial Strider is a passive feature that makes difficult terrain easy to traverse. ,The wearer's Movement Speed is unimpeded by  Difficult Terrain. 
Giantslayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melee,STR,Weapon,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Giantslayer is a passive feature that does extra damage and has greater accuracy against oversized creatures. ,"On a hit, double the damage from your Strength modifier. This weapon grants you  Advantage on Attack rolls against Large, Huge or Gargantuan creatures. "
Githborn Psionic Resistance,,,,,,"INT, WIS, CHA",,ADV,,,,,,,,,,,,,,,,,,Charmed,,,Psychic,,,,,,,,,,,,,FALSE,,,,,,,Is Githyanki,,FALSE,TRUE,Githborn Psionic Resistance is a passive feature available to githyanki that grants protection against mind based spells. ,"A githyanki holding this weapon has  Advantage on Intelligence, Wisdom, and Charisma  Saving throws, resistance to Psychic damage, and cannot be Charmed. "
Githborn Psionic Weapon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melee,1d4,Psychic,,,,,,,,FALSE,,,,,,,Is Githyanki,,FALSE,TRUE,Githborn Psionic Weapon is a passive feature granted by certain Githyanki weapons when wielded by a githyanki. ,When wielded by a githyanki this weapon deals an additional 1d4⁠Psychic damage. 
Githborn Psionic Weapon (1d6),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Melee,1d6,Psychic,,,,,,,,FALSE,,,,,,,Is Githyanki,,FALSE,TRUE,Githborn Psionic Weapon is a passive feature granted by certain Githyanki weapons when wielded by a githyanki. ,When wielded by a githyanki this weapon deals an additional 1d6⁠Psychic damage. 
Githyanki Parry,,,,,,,,,,,,,,,,,,,,,,,,,,"Blinded, Incapacitated, Restrained",,,,,,,,,,,,,,,,FALSE,Ready To Parry,1 Turn,,,,,,,FALSE,TRUE,"Githyanki Parry is an NPC-exclusive passive feature and reaction that allows githyanki warriors to parry attacks with their greatswords, reducing incoming damage by 10. ","Parry unarmed and weapon attacks to reduce their damage by 10. You must be wielding a Greatsword and you can't be Incapacitated, Blinded[See Notes], or Restrained. "
Githyanki War Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Githyanki War Magic is a passive feature that allows a githyanki to make a follow up weapon attack after casting a spell or cantrip. ,"After the githyanki casts a spell or cantrip, they can make a weapon attack using a  Bonus Action. "
Gleamdance Dagger: Glowing,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Gleamdance Dagger: Glowing is a toggleable passive feature that sheds light. ,This object shines with a glowing light in a radius of  6 m / 20 ft. Toggle this to douse and rekindle the light. 
Gleamdancer,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Off-hand Attack Only,,FALSE,TRUE,Gleamdancer is a passive feature that increases your armour while wielded in the off-hand. ,"When this dagger is wielded in the off-hand, the wielder gains a +1 bonus to  Armour Class. "
Gloom Step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Gloom Step is a passive feature that increases the user's movement speed in darkness. ,Movement is increased by 3 m / 10 ft when starting a turn in darkness. 
Glorious Pointy Hat,,,Persuasion,INT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Glorious Pointy Hat is a passive feature that improves the wearer's persuasion using their intelligence. ,You gain a bonus to your  Persuasion checks equal to your  Intelligence Modifier. 
Gnome Cunning,,,,,,"INT, WIS, CHA",,ADV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Gnome Cunning is a passive feature that grants  Advantage on Intelligence, Wisdom, and Charisma  Saving throws. It is available to all Gnome characters. ","You have  Advantage on Intelligence, Wisdom, and Charisma Saving Throws. "
Goblin's Undoing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Goblin's Undoing is a passive feature that makes it difficult for goblin's to attack the user. ,Goblins have  Disadvantage on Attack rolls against the wielder. 
Godswill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Godswill is a passive feature that boots the user's ability to channel their god's power. ,"You gain an additional use of  Channel Divinity Charge. Once used, it is restored upon taking a Long Rest[See: Bugs]. "
Gold Plating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Gold Plating is a passive feature that grants increased Constitution, Armour Class, and Hit Points ","This creature has been blessed by Mammon, giving them a second skin of gold that increases their Constitution to 20 and their base  Armour Class to 15, and grants an additional 66 hit points⁠hit points. "
Gontr Mael: Glowing,,Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Gontr Mael: Glowing is a toggleable passive feature granted by  Gontr Mael. It causes the bow to emit a light around the equipped weapon. ,This object shines with a glowing light in a radius of  6 m / 20 ft. Toggle this to douse and rekindle the light. Toggle this to douse and rekindle the light. 
Grasp of the Forest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Entangled,1 Turn,10,DEX,,,,,TRUE,FALSE,Grasp of the Forest is a passive feature that makes weapon attacks Entangle the target on hit. ,Weapon attacks can  Entangle the target. 
Grassland I,,,,,,,,,,,,,,,,,,,,,,,"Invisibility, Pass Without Trace",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Grassland is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Invisibility and  Pass Without Trace. At higher levels You can cast  Daylight and  Haste. You can cast  Freedom of Movement and  Polymorph. You can cast  Greater Restoration and  Insect Plague. 
Grassland II,,,,,,,,,,,,,,,,,,,,,,,"Daylight, Haste",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Grassland is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Invisibility and  Pass Without Trace. At higher levels You can cast  Daylight and  Haste. You can cast  Freedom of Movement and  Polymorph. You can cast  Greater Restoration and  Insect Plague. 
Grassland III,,,,,,,,,,,,,,,,,,,,,,,"Freedom of Movement, Polymorph",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Grassland is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Invisibility and  Pass Without Trace. At higher levels You can cast  Daylight and  Haste. You can cast  Freedom of Movement and  Polymorph. You can cast  Greater Restoration and  Insect Plague. 
Grassland IV,,,,,,,,,,,,,,,,,,,,,,,"Greater Restoration, Insect Plague",,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Grassland is a passive feature available to Circle of the Land Druids that pick this as their Land. It grants a couple extra spells every two levels ,You can cast  Invisibility and  Pass Without Trace. At higher levels You can cast  Daylight and  Haste. You can cast  Freedom of Movement and  Polymorph. You can cast  Greater Restoration and  Insect Plague. 
Grave Magic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Grave Magic is a passive feature available to Cult of the Absolute Necromancers. It gives them an extra 1d8 Necrotic damage to their spell attacks. ,"Whenever you deal damage with a spell, deal an additional 1d8⁠Necrotic damage. "
Great Weapon Fighting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Great Weapon Fighting is a Fighting Style passive feature. ,"When you roll a 1 or 2 on a damage die for an attack with a Two-Handed melee weapon, that die is rerolled once. "
Great Weapon Master: All In,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Great Weapon Master: All In is a toggleable passive feature provided by the Great Weapon Master Feat that allows Two-Handed or Versatile weapon users to deal extra damage at the cost of reduced accuracy. ,"When attacking with a melee weapon you are Proficient with and are wielding in both hands, Attack Rolls take a -5 penalty, but their damage increases by 10. "
Great Weapon Master: Bonus Attack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Great Weapon Master: Bonus Attack,1 Turn,,,,,,,TRUE,FALSE,"Great Weapon Master: Bonus Attack is a passive feature obtainable by the Great Weapon Master Feat. If you kill a target or land a Critical Hit with a melee weapon, you can use a Bonus Action to make another melee weapon attack. ","When you land a Critical Hit or kill a target with a melee weapon attack, you can make another melee weapon attack as a  Bonus Action that turn. "
Great Wyrm's Scales,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Great Wyrm's Scales is a passive feature that grants a creature damage reduction against all incoming attacks ,All incoming damage is reduced by 2. 
Greater Kushigo Counter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Greater Kushigo Counter is a passive feature that lets users retaliate against melee attacks that miss. ,The wearer can use a  Reaction to make an  Unarmed Strike against any attacker that misses. 
Greater Wyrm's Scales,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Greater Wyrm's Scales is a passive feature that grants a creature damage reduction against all incoming attacks ,All incoming damage is reduced by 4. 
Green Bed Regeneration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Green Bed Regeneration is a passive feature that heals the wearer while surrounded by plants. ,When starting your turn on  Plant Growth or  Vines regain 1d4⁠hit points hit points. 
Gregarious Caster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Gregarious Caster is a passive feature that increases your cantrip damage significantly. ,Your cantrips deal additional damage equal to your Charisma Modifier. 
Grievous Retribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Wrath,2 Turns,,,,,,,TRUE,FALSE,Grievous Retribution is a passive feature that penalizes enemies that strike you. ,"When an enemy damages the wearer, the wearer gains  Wrath for 2 turns. "
Grim Harvest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Grim Harvest is a Necromancy School Wizard passive feature. It allows the caster to regain hit points every time they kill a creature with a spell. The amount regained is based on the spell slot level used, and is increased if a Necromancy spell is used. ","Once per turn, if you kill a creature with a spell, you regain Hit Points equal to twice the Spell Slot level used - thrice if it's a Necromancy spell. Undead and Constructs are unaffected. "
Grim Irony,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Hideous Laughter,2 Turns,17,WIS,,,,,TRUE,FALSE,Grim Irony is a passive feature that can incapacitate both the target and user in fits of laughter. ,"Whenever this weapon lands a critical hit, both target and attacker must succeed a Wisdom Saving Throw, or be affected by  fits of laughter. "
Grit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Extra Bonus Action,1 Turn,,,,,,,TRUE,FALSE,Grit is a passive feature that boosts the wearer's actions if they are severely injured. ,"When the wearer has 50% Hit Points or less, they have an additional  Bonus Action. "
Guardian of Faith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Guardian of Faith is a passive feature used by the summons of the same name. It allows them to automatically attack enemies entering their range with  Strike of the Guardian. This is the inverse of how Opportunity Attacks normally work. ,"When an enemy enters your attack range, you can strike them. "
Halfling Luck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,"Halfling Luck is a passive feature in Baldur's Gate 3 which allows all halflings to reroll any (d20) dice once when it lands on a 1 for an Attack Roll, Ability Check, or Saving Throw. ","When you roll a 1 for an Attack roll,  Ability check, or  Saving throw, you can reroll the dice and must use the new roll. "
Haroldish Doom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Bane,2 Turns,13,CHA,,,,,FALSE,TRUE,Haroldish Doom is a passive feature that diminishes a target's combat prowess whenever you deal damage to the target. ,"When dealing damage to a target with a ranged weapon, the target must succeed a Charisma  Saving throw or be  Baned for 2 turns. "
Harrowing Presence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Harrowing Presence is a passive feature that breaks the spirit of nearby creatures. ,
Heart Ablaze,,,,,,,,,,,,,,,,,,,,,,,,,,"Charmed, Hypnotised",,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Heart Ablaze grants Karlach Immunity to  Charmed effects. ,"Infernal iron has anchored the war machine that is Karlach's heart. She can touch others without burning them, and can no longer be  Charmed. "
Heart of Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Heart of Ice is a passive feature that lets the wielder deal extra cold damage when dealing cold damage. ,"When dealing ⁠Cold damage, the wielder deals an additional 1⁠Cold. A Frostbitten creature that takes Cold damage will take an additional 1 Cold damage per turn of Frostbite remaining. "
Heart of Iron,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Heart of Iron grants Karlach  Advantage on Saving Throws against  Charmed effects. ,The infernal engine that is Karlach's heart is burning more evenly. She has  Advantage on Saving Throws against being  Charmed. 
Heart of the Storm,,,,,,,,,,,,,,,,,,,,,,"Heart of the Storm: Lightning, Heart of the Storm: Thunder",,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Heart of the Storm is a set of two Storm Sorcery Sorcerer passive features that create a storm that deals half your Sorcerer level, rounded down, when you cast a lightning or thunder spell. ","When you cast a Spell of Level 1 or higher that deals Lightning or Thunder damage, you cause a small, local storm. All enemies within  6 m / 20 ft take (Sorcerer Level / 2)⁠Lightning or (Sorcerer Level / 2)⁠Thunder. "
Heart of the Storm: Resistance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lightning, Thunder",,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Heart of the Storm: Resistance is a Storm Sorcery Sorcerer passive that gives you resistance to both Lightning and Thunder damage. ,You are Resistant to ⁠Lightning and ⁠Thunder damage 
Heat Convergence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Heat Convergence is a toggleable passive feature available to entities with the  Heat condition. It allows them to consume all turns of  Heat to deal extra Fire damage on their next spell or attack. ,"Consume your  Heat to fuel a powerful attack. The next time you deal Fire damage, you deal an additional 1⁠Fire damage for every turn of  Heat remaining. "
Heavily Armoured,,,,,,,,,STR,1,20,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Heavily Armoured is a passive feature provided by the Feat of the same name. You gain Proficiency with Heavy Armour and your Strength increases by 1. ,"You gain Proficiency with Heavy Armour and your Strength increases by 1, to a maximum of 20. You must have Medium Armour Proficiency before you can take this feat. "
Heavy Armour Master,,,,,,,,,STR,1,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,"Heavy Armour Master is a passive feature provided by the Feat of the same name. Your mastery over heavy armour increases, granting you damage reduction of incoming non-magical damage by 3. ","Your Strength increases by 1, to a maximum of 20. Incoming damage from non-magical attacks also decreases by 3 while you're wearing heavy armour. Requires Proficiency with Heavy Armour "
Heavy Hitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,Reeling,2 Turns,,,,,,,TRUE,FALSE,Heavy Hitter is a passive feature that sends opponents reeling on every hit. ,Your weapon hits hard enough to send your target  Reeling for 2 turns. 
Heightened Awareness,,,Perception,,ADV,,,,,,,,,,+3,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Heightened Awareness is a passive feature that increases the user's initiative and perception of their surroundings. ,Gain a +3 bonus to Initiative rolls and  Advantage on  Perception checks. 
Heightened Manoeuvre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Heightened Manoeuvre is a passive feature that gives enemies disadvantage against battle master manoeuvre saves. ,Targets have  Disadvantage on  Saving throws against your Manoeuvre and Weapon Actions. 
Heightened Necromancy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,TRUE,FALSE,Heightened Necromancy is a passive feature that causes creatures to be more likely to fail against your necromancy spells. ,Creatures have  Disadvantage on  Saving throws against your necromancy spells. 
Helldusk Armour,,,,,,,,,,,,,Heavy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,FALSE,TRUE,Helldusk Armour is a passive feature that enables this piece of equipment to be worn by everybody ,You are considered Proficient with this armour while wearing it. 
