Name,Image,Location,Attack Type,Type,Rarity,Weight,Cost,Range,Hold Type,Finesse,Light,Thrown,Ench.,DMG Type 1,DMG1 1H,DMG1 2H,DMG Type 2,DMG2,DMG Type 3,DMG3,Spell,Level,Recharge,Weapon Action,Action,Recharge,Features,Off-hand Only Feature,Off-hand Action,Resistance,AC Bonus,Act,Usable,DONE,,,Melee,Ranged
Corpsegrinder,,,Melee,Mauls,Rare,4.5kg,190,1.5m,Two-Handed,FALSE,FALSE,FALSE,2,Bludgeoning,2d6,2d6,Thunder,1d4,,,,,,"Backbreaker, Concussive Smash, Tenacity, Grand Slam",Main Hand Attack,Short Rest,,,,,,3,TRUE,TRUE,Corpsegrinder is a rare +2 Maul that deals additional Thunder damage and grants its wielder the Grand Slam weapon action.,,Magical Pike,
Foebreaker,,,Melee,Mauls,Very Rare,4.5kg,480,1.5m,Two-Handed,FALSE,FALSE,FALSE,2,Bludgeoning,2d6,2d6,,,,,,,,"Backbreaker, Concussive Smash, Tenacity",Main Hand Attack,,Lethal Weapon (Bludgeoning),,,,,3,TRUE,TRUE,Foebreaker is a very rare +2 Maul that ignores ⁠Bludgeoning resistance of targets.,,Pike +1,
Broken Pike,,,Melee,Pikes,Common,8.1kg,10,2.5m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d10,1d10,,,,,,,,"Rush Attack, Piercing Strike, Brace (Melee)",Main Hand Attack,,,,,,,,TRUE,TRUE,Broken Pike is a common variant of the Pikes family of weapons. It is a martial melee weapon that's wielded with both hands. It gives the user extra reach in melee combat.,,Returning Pike,
Rusty Pike,,,Melee,Pikes,Common,8.1kg,1,2.5m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d10,1d10,,,,,,,,"Rush Attack, Piercing Strike, Brace (Melee)",Main Hand Attack,,,,,,,,TRUE,TRUE,Rusty Pike is a common variant of the Pikes family of weapons. It is a martial melee weapon that's wielded with both hands. It gives the user extra reach in melee combat.,,Breaching Pikestaff,
Pike,,,Melee,Pikes,Common,8.1kg,20,2.5m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d10,1d10,,,,,,,,"Rush Attack, Piercing Strike, Brace (Melee)",Main Hand Attack,,,,,,,,TRUE,TRUE,"Pike is a mundane, nonmagical variant of the Pikes family of weapons. It is a martial melee weapon that's wielded with both hands. It gives the user extra reach in melee combat.",,Unseen Menace,
Magical Pike,,,Melee,Pikes,Uncommon,8.1kg,40,2.5m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d10,1d10,,,,,,,,"Rush Attack, Piercing Strike, Brace (Melee)",Main Hand Attack,,,,,,,,TRUE,TRUE,"Magical Pike is an uncommon, lightly enchanted (+1) variant of the Pikes family of weapons. It is a martial melee weapon that's wielded with both hands. It gives the user extra reach in melee combat.",,Doom Axe,
Pike +1,,,Melee,Pikes,Uncommon,8.1kg,40,2.5m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d10,1d10,,,,,,,,"Rush Attack, Piercing Strike, Brace (Melee)",Main Hand Attack,,,,,,,,TRUE,TRUE,"Pike +1 is an uncommon, lightly enchanted (+1) variant of the Pikes family of weapons. It is a martial melee weapon that's wielded with both hands. It gives the user extra reach in melee combat.",,Promise,
Returning Pike,,,Melee,Pikes,Uncommon,8.1kg,65,2.5m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d10,1d10,,,,,,,,"Rush Attack, Piercing Strike, Brace (Melee)",Main Hand Attack,,Homing Weapon,,,,,1,TRUE,TRUE,Returning Pike is an uncommon +1 Pike that returns to the wielder automatically after being thrown.,,Jagged Spear,
Breaching Pikestaff,,,Melee,Pikes,Rare,8.1kg,190,2.5m,Two-Handed,FALSE,FALSE,FALSE,2,Piercing,1d10,1d10,Force,1d4,,,,,,"Rush Attack, Piercing Strike, Brace (Melee)",Main Hand Attack,,,,,,,3,TRUE,TRUE,Breaching Pikestaff is a rare +2 Pike that deals an additional 1d4 Force on each successful hit.,,Rod of Resurrection,
Unseen Menace,,,Melee,Pikes,Rare,8.1kg,190,2.5m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d10,1d10,,,,,,,,"Rush Attack, Piercing Strike, Brace (Melee)",Main Hand Attack,,Invisible Weapon,,,,,2,TRUE,TRUE,Unseen Menace is a rare + 1 Pike which increases critical hit chance and grants Advantage as long as the wielder keeps connecting hits.,,,
Light Crossbow,,,Ranged,Light Crossbows,Common,2.3kg,30,18.0m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d8,1d8,,,,,,,,Piercing Shot,Ranged Attack,,,,,,,,TRUE,TRUE,Light Crossbow is a common variant of the Light Crossbows family of weapons. It is a simple ranged weapon that's wielded with both hands.,,,
Light Crossbow +1,,,Ranged,Light Crossbows,Uncommon,2.3kg,40,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d8,1d8,,,,,,,,Piercing Shot,Ranged Attack,,,,,,,,TRUE,TRUE,"Light Crossbow +1 is an uncommon, lightly enchanted (+1) variant of the Light Crossbows family of weapons. It is a simple ranged weapon that's wielded with both hands.",,,
Sharran Crossbow,,,Ranged,Light Crossbows,Uncommon,2.3kg,65,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d8,1d8,,,,,,,,Piercing Shot,Ranged Attack,,,,,,,1,TRUE,TRUE,"Sharran Crossbow is an uncommon +1 Light Crossbow, identical to a Light Crossbow +1 aside from the flavour text.",,,
Goblin Bow,,,Ranged,Shortbows,Common,0.9kg,16,18.0m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d6,1d6,,,,,,,,Hamstring Shot,Ranged Attack,,,,,,,,TRUE,TRUE,"Goblin Bow is the favoured ranged weapon among Goblins. Besides appearances, it functions exactly like a normal Shortbow.",,,
Makeshift Bow,,,Ranged,Shortbows,Common,0.9kg,16,18.0m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d6,1d6,Necrotic,1d10,,,,,,Hamstring Shot,Ranged Attack,,,,,,,,TRUE,TRUE,Makeshift Bow is a common variant of the Shortbows family of weapons. It is a martial ranged weapon that's wielded with both hands. It's a light weapon that anyone can dual-wield without special training.,,,
Shortbow,,,Ranged,Shortbows,Common,0.9kg,16,18.0m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d6,1d6,,,,,,,,Hamstring Shot,Ranged Attack,,,,,,,1,TRUE,TRUE,"Shortbow is a mundane, nonmagical variant of the Shortbows family of weapons. It is a simple ranged weapon that's wielded with both hands.",,,
Bow of Awareness,,,Ranged,Shortbows,Uncommon,0.9kg,65,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d6,1d6,,,,,,,,Hamstring Shot,Ranged Attack,,Seldom Caught Unawares (Bow of Awareness),,,,,1,TRUE,TRUE,Bow of Awareness is an uncommon +1 Shortbow that boosts the wielder's Initiative.,,,
Hunting Shortbow,,,Ranged,Shortbows,Uncommon,0.9kg,65,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d6,1d6,,,,,Hunter's Mark,1,Short Rest,Hamstring Shot,Ranged Attack,,Feller of Monsters,,,,,1,TRUE,TRUE,Hunting Shortbow is an uncommon +1 Shortbow that grants Advantage against Monstrosity type enemies and the ability to cast Hunter's Mark.,,,
Shortbow +1,,,Ranged,Shortbows,Uncommon,0.9kg,40,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d6,1d6,,,,,,,,Hamstring Shot,Ranged Attack,,,,,,,,TRUE,TRUE,"Shortbow +1 is an uncommon, lightly enchanted (+1) variant of the Shortbows family of weapons. It is a simple ranged weapon that's wielded with both hands.",,,
Bow of the Banshee,,,Ranged,Shortbows,Rare,0.9kg,190,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d6,1d6,,,,,,,,Hamstring Shot,Ranged Attack,,Blood-Curdling Emission,,,,,1,TRUE,TRUE,Bow of the Banshee is a rare +1 shortbow which can Frighten targets on hit and grants bonuses to weapon damage and attack rolls against Frightened creatures.,,,
Darkfire Shortbow,,,Ranged,Shortbows,Rare,0.9kg,480,18.0m,Two-Handed,FALSE,FALSE,FALSE,2,Piercing,1d6,1d6,,,,,Haste,3,Long Rest,Hamstring Shot,Ranged Attack,,,,,,,2,TRUE,TRUE,Darkfire Shortbow is a rare +2 Shortbow that grants Resistance to Fire and Cold and grants the ability to cast Haste.,,,
Least Expected,,,Ranged,Shortbows,Rare,0.9kg,190,18.0m,Two-Handed,FALSE,FALSE,FALSE,2,Piercing,1d6,1d6,,,,,,,,"Hamstring Shot, Blinding Shot",Ranged Attack,Short Rest,Darkveil Precision,,,,,2,TRUE,TRUE,"Least Expected is a rare + 2 Shortbow which grants the Blinding Shot weapon action, and increases Attack Rolls while Obscured.",,,
Vicious Shortbow,,,Ranged,Shortbows,Rare,0.9kg,190,18.0m,Two-Handed,FALSE,FALSE,FALSE,2,Piercing,1d6,1d6,,,,,,,,Hamstring Shot,Ranged Attack,,Dolor Amarus,,,,,3,TRUE,TRUE,Vicious Shortbow is a rare +2 Shortbow that deals 7 additional damage on a Critical Hit.,,,
Blightbringer,,,Ranged,Shortbows,Very Rare,0.9kg,480,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d6,1d6,,,,,,,,Hamstring Shot,Ranged Attack,,"Blightbringer, Prey Decelerator",,,,,3,TRUE,TRUE,"Blightbringer is a very rare +1 Shortbow that grants bonuses to attack and damage rolls against Gnomes and Dwarves, and Slows on a critical hit.",,,
Hand Crossbow,,,Ranged,Hand Crossbows,Common,0.9kg,50,18.0m,One-Handed,FALSE,TRUE,FALSE,,Piercing,1d6,1d6,,,,,,,,"Piercing Shot, Mobile Shot",Ranged Attack,,,,Off-Hand Attack (Ranged),,,,TRUE,TRUE,"Hand Crossbow is a mundane, nonmagical variant of the Hand Crossbows family of weapons. It is a martial ranged weapon wielded in one hand. It's a light weapon that anyone can dual-wield without special training.",,,
Hand Crossbow (Yurgir),,,Ranged,Hand Crossbows,Common,0.9kg,50,18.0m,One-Handed,FALSE,TRUE,FALSE,,Piercing,2d10,2d10,,,,,,,,"Piercing Shot, Mobile Shot",Ranged Attack,,,,Off-Hand Attack (Ranged),,,,FALSE,TRUE,A unique hand crossbow wielded exclusively by Yurgir.,,,
Firestoker,,,Ranged,Hand Crossbows,Common,0.9kg,100,18.0m,One-Handed,FALSE,TRUE,FALSE,,Piercing,1d6,1d6,,,,,,,,"Piercing Shot, Mobile Shot",Ranged Attack,,Burned Alive,,Off-Hand Attack (Ranged),,,1,TRUE,TRUE,The Firestoker is an uncommon Hand Crossbow that deals additional damage to Burning targets.,,,
Hand Crossbow +1,,,Ranged,Hand Crossbows,Uncommon,0.9kg,65,18.0m,One-Handed,FALSE,TRUE,FALSE,1,Piercing,1d6,1d6,,,,,,,,"Piercing Shot, Mobile Shot",Ranged Attack,,,,Off-Hand Attack (Ranged),,,,TRUE,TRUE,"Hand Crossbow +1 is an uncommon, lightly enchanted (+1) variant of the Hand Crossbows family of weapons. It is a martial ranged weapon wielded in one hand. It's a light weapon that anyone can dual-wield without special training.",,,
Hand Crossbow +2,,,Ranged,Hand Crossbows,Uncommon,0.9kg,155,18.0m,One-Handed,FALSE,TRUE,FALSE,2,Piercing,1d6,1d6,,,,,,,,"Piercing Shot, Mobile Shot",Ranged Attack,,,,Off-Hand Attack (Ranged),,,,TRUE,TRUE,"Hand Crossbow +2 is a rare, moderately enchanted (+2) variant of the Hand Crossbows family of weapons. It is a martial ranged weapon wielded in one hand. It's a light weapon that anyone can dual-wield without special training.",,,
Ne'er Misser,,,Ranged,Hand Crossbows,Rare,0.9kg,310,18.0m,One-Handed,FALSE,TRUE,FALSE,1,Force,1d6,1d6,,,,,Magic Missile,3,Short Rest,"Piercing Shot, Mobile Shot",Ranged Attack,,,,Off-Hand Attack (Ranged),,,2,TRUE,TRUE,The Ne'er Misser is a rare + 1 Hand Crossbow that deals ⁠Force damage on its attacks and grants the wearer the ability to cast Magic Missile once per short rest as a 3rd level Spell.,,,
Hellfire Hand Crossbow,,,Ranged,Hand Crossbows,Rare,0.9kg,770,18.0m,One-Handed,FALSE,TRUE,FALSE,2,Piercing,1d6,1d6,,,,,Scorching Ray,3,Short Rest,"Piercing Shot, Mobile Shot",Ranged Attack,,Hellstalker,,Off-Hand Attack (Ranged),,,2,TRUE,TRUE,Hellfire Hand Crossbow is a very rare +2 Hand Crossbow that has a chance to set targets burning when attacking while Hiding or Invisible.,,,
Rusty Heavy Crossbow,,,Ranged,Heavy Crossbows,Common,8.1kg,6,18.0m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d10,1d10,,,,,,,,"Piercing Shot, Brace (Ranged)",Ranged Attack,,,,,,,,TRUE,TRUE,Rusty Heavy Crossbow is a common variant of the Heavy Crossbows family of weapons. It is a martial ranged weapon that's wielded with both hands.,,,
Watcher Crossbow,,,Ranged,Heavy Crossbows,Common,50.0kg,65,18.0m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,3d10,3d10,,,,,,,,"Piercing Shot, Brace (Ranged)",Ranged Attack,,,,,,,,FALSE,TRUE,Watcher Crossbow is a common special variant of the Heavy Crossbows family of weapons. It is a martial ranged weapon that's wielded with both hands.,,,
Heavy Crossbow,,,Ranged,Heavy Crossbows,Common,8.1kg,65,18.0m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d10,1d10,,,,,,,,"Piercing Shot, Brace (Ranged)",Ranged Attack,,,,,,,,TRUE,TRUE,"Heavy Crossbow is a mundane, nonmagical variant of the Heavy Crossbows family of weapons. It is a martial ranged weapon that's wielded with both hands.",,,
Crossbow of Arcane Force,,,Ranged,Heavy Crossbows,Uncommon,8.1kg,130,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d10,1d10,,,,,,,,"Piercing Shot, Brace (Ranged), Arcane Ammunition",Ranged Attack,Short Rest,,,,,,2,TRUE,TRUE,Crossbow of Arcane Force is an uncommon +1 Heavy Crossbow that grants the wielder a special Arcane Ammunition weapon action that adds additional Force damage to ranged attacks.,,,
Gandrel's Aspiration,,,Ranged,Heavy Crossbows,Uncommon,8.1kg,130,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d10,1d10,,,,,,,,"Piercing Shot, Brace (Ranged), Sacred Munitions",Ranged Attack,Short Rest,Feller of Monsters,,,,,1,TRUE,TRUE,Gandrel's Aspiration is an uncommon +1 Heavy Crossbow that grants Advantage against Monstrosity targets and grants the Sacred Munitions class action that Turns Undead.,,,
Githyanki Crossbow,,,Ranged,Heavy Crossbows,Uncommon,8.1kg,85,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d10,1d10,,,,,,,,"Piercing Shot, Brace (Ranged)",Ranged Attack,,,,,,,,TRUE,TRUE,"Githyanki Crossbow is an uncommon, lightly enchanted (+1) variant of the Heavy Crossbows family of weapons. It is a martial ranged weapon that's wielded with both hands.",,,
Heavy Crossbow +1,,,Ranged,Heavy Crossbows,Uncommon,8.1kg,85,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d10,1d10,,,,,,,,"Piercing Shot, Brace (Ranged)",Ranged Attack,,,,,,,,TRUE,TRUE,"Heavy Crossbow +1 is an uncommon, lightly enchanted (+1) variant of the Heavy Crossbows family of weapons. It is a martial ranged weapon that's wielded with both hands.",,,
Giantbreaker,,,Ranged,Heavy Crossbows,Rare,8.1kg,380,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d10,1d10,,,,,,,,"Piercing Shot, Brace (Ranged)",Ranged Attack,,Heavy Hitter,,,,,1,TRUE,TRUE,Giantbreaker is a rare +1 Heavy Crossbow that sends its targets Reeling on a successful hit.,,,
Harold,,,Ranged,Heavy Crossbows,Rare,8.1kg,480,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d10,1d10,,,,,,,,"Piercing Shot, Brace (Ranged)",Ranged Attack,,Haroldish Doom,,,,,1,TRUE,TRUE,Harold is a rare +1 Heavy Crossbow that can possibly Bane targets that it hits.,,,
The Long Arm of the Gur,,,Ranged,Heavy Crossbows,Rare,8.1kg,380,18.0m,Two-Handed,FALSE,FALSE,FALSE,2,Piercing,1d10,1d10,,,,,,,,"Piercing Shot, Brace (Ranged)",Ranged Attack,,Revenant Scourge,,,,,3,TRUE,TRUE,The Long Arm of the Gur is a rare +2 Heavy Crossbow that grants a bonus to Attack Rolls and Damage Rolls against Undead targets.,,,
Fabricated Arbalest,,,Ranged,Heavy Crossbows,Very Rare,8.1kg,960,18.0m,Two-Handed,FALSE,FALSE,FALSE,2,Piercing,1d10,1d10,,,,,,,,"Piercing Shot, Brace (Ranged), Dazzling Ray, Illuminating Shot",Ranged Attack,Short Rest,,,,,,3,TRUE,TRUE,Fabricated Arbalest is a very rare +2 Heavy Crossbow that grants the wielder the Dazzling Ray and Illuminating Shot weapon actions.,,,
Hellfire Engine Crossbow,,,Ranged,Heavy Crossbows,Very Rare,8.1kg,960,18.0m,Two-Handed,FALSE,FALSE,FALSE,2,Piercing,1d10,1d10,,,,,Lightning Arrow,4,Long Rest,"Piercing Shot, Brace (Ranged), Reposition Malefactor",Ranged Attack,,,,,,,3,TRUE,TRUE,Hellfire Engine Crossbow is a very rare +2 Heavy Crossbow that grants the Lightning Arrow spell and can pull targets with the Reposition Malefactor weapon action.,,,
Longbow,,,Ranged,Longbows,Common,1.1kg,50,18.0m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d8,1d8,,,,,,,,"Hamstring Shot, Brace (Ranged)",Ranged Attack,,,,,,,,TRUE,TRUE,"Longbow is a mundane, nonmagical variant of the Longbows family of weapons. It is a martial ranged weapon that's wielded with both hands.",,,
Sahuagin Longbow,,,Ranged,Longbows,Common,1.1kg,50,18.0m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d8,1d8,,,,,,,,"Hamstring Shot, Brace (Ranged)",Ranged Attack,,,,,,,,TRUE,TRUE,"Sahuagin Longbow is a mundane, nonmagical variant of the Longbows family of weapons. It is a martial ranged weapon that's wielded with both hands.",,,
Hellrider Longbow,,,Ranged,Longbows,Uncommon,1.1kg,770,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d8,1d8,,,,,,,,"Hamstring Shot, Brace (Ranged)",Ranged Attack,,"Heightened Awareness, Fiendish Fire",,,,,3,TRUE,TRUE,Hellrider Longbow is an uncommon +1 Longbow that grants the wielder a large bonus to Initiative and Advantage on Perception checks. It may also apply Faerie Fire to a creature on a successful attack.,,,
Longbow +1,,,Ranged,Longbows,Uncommon,1.1kg,65,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d8,1d8,,,,,,,,"Hamstring Shot, Brace (Ranged)",Ranged Attack,,,,,,,,TRUE,TRUE,"Longbow +1 is an uncommon, lightly enchanted (+1) variant of the Longbows family of weapons. It is a martial ranged weapon that's wielded with both hands.",,,
Spellthief,,,Ranged,Longbows,Uncommon,1.1kg,100,18.0m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d8,1d8,,,,,,,,"Hamstring Shot, Brace (Ranged)",Ranged Attack,,Arcane Vehemence,,,,,1,TRUE,TRUE,"Spellthief is an uncommon Longbow that allows the wielder to recover a level 1 Spell Slot if they land a Critical Hit, once per Short Rest.",,,
Longbow +2,,,Ranged,Longbows,Rare,1.1kg,155,18.0m,Two-Handed,FALSE,FALSE,FALSE,2,Piercing,1d8,1d8,,,,,,,,"Hamstring Shot, Brace (Ranged)",Ranged Attack,,,,,,,,TRUE,TRUE,"Longbow +2 is a rare, moderately enchanted (+2) variant of the Longbows family of weapons. It is a martial ranged weapon that's wielded with both hands.",,,
The Joltshooter,,,Ranged,Longbows,Rare,1.1kg,310,18.0m,Two-Handed,FALSE,FALSE,FALSE,,Piercing,1d8,1d8,,,,,,,,"Hamstring Shot, Brace (Ranged)",Ranged Attack,,Electric Blood,,,,,1,TRUE,TRUE,The Joltshooter is a rare Longbow that allows the wielder to generate Lightning Charges upon dealing damage with this weapon.,,,
Titanstring Bow,,,Ranged,Longbows,Rare,1.1kg,310,18.0m,Two-Handed,FALSE,FALSE,FALSE,1,Piercing,1d8,1d8,Piercing,STR,,,,,,"Hamstring Shot, Brace (Ranged), Pushing Attack (Ranged)",Ranged Attack,Short Rest,Titan Weapon,,,,,1,TRUE,TRUE,Titanstring Bow is a rare +1 Longbow that allows its wielder to add their Strength Modifier to damage dealt with this weapon.,,,
The Dead Shot,,,Ranged,Longbows,Very Rare,1.1kg,770,18.0m,Two-Handed,FALSE,FALSE,FALSE,2,Piercing,1d8,1d8,,,,,,,,"Hamstring Shot, Brace (Ranged)",Ranged Attack,,"Improved Critical, Keen Attack",,,,,3,TRUE,TRUE,The Dead Shot is a +2 Longbow which increases the accuracy of the wielder as well as increases the chance of a critical hit.,,,
Gontr Mael,,,Ranged,Longbows,Story Item,1.1kg,1000,18.0m,Two-Handed,FALSE,FALSE,FALSE,3,Piercing,1d8,1d8,,,,,Celestial Haste,3,Long Rest,"Hamstring Shot, Brace (Ranged), Bolt of Celestial Light",Ranged Attack,Short Rest,"Promised Victory, Gontr Mael: Glowing",,,,,3,TRUE,TRUE,Gontr Mael is a legendary +3 Longbow that can possibly inflict Guiding Bolt on its target and grants the wielder the Celestial Haste spell and Bolt of Celestial Light actions.,,,
Doom Axe,,,Melee,Greataxes,Uncommon,3.2kg,65,1.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,1d12,1d12,,,,,,,,"Cleave, Lacerate, Prepare",Main Hand Attack,,Edge of Terror,,,,,,TRUE,TRUE,Doom Axe is an uncommon Greataxe that afflicts targets with Bone Chilled condition on each successful hit.,,,
Promise,,,Melee,Daggers,Uncommon,0.5kg,65,1.5m,One-Handed,TRUE,TRUE,TRUE,1,Piercing,1d4,1d4,,,,,,,,Piercing Strike,Main Hand Attack,,Shadow Blade,,Off-Hand Attack (Melee),,,,TRUE,TRUE,"Promise is an uncommon, lightly enchanted (+1) variant of the Daggers family of weapons. It is a simple melee weapon wielded in one hand. As a finesse weapon, it can benefit from the wielder's Dexterity and not just their Strength. It's a light weapon that anyone can dual-wield without special training. Its design lends itself well to be thrown at enemies as a projectile.",,,
Jagged Spear,,,Melee,Spears,Uncommon,1.4kg,330,1.5m,Versatile,FALSE,FALSE,TRUE,,Piercing,1d6,1d8,,,,,,,,Rush Attack,Main Hand Attack,,Torturous Edges,,,,,1,TRUE,TRUE,Jagged Spear is an uncommon Spear that allows the wielder to possibly give their targets Disadvantage on Constitution Saving Throws.,,,
Scythe of Myrkul,,,Melee,Glaives,Common,2.7kg,65,2.5m,Two-Handed,FALSE,FALSE,FALSE,,Slashing,2d12,2d12,,,,,,,,Reaper's Scythe,Main Hand Attack,,,,,,,,FALSE,TRUE,Scythe of Myrkul is a legendary unique variant of the Glaives family of weapons. It is wielded by the Apostle of Myrkul and cannot be wielded others.,,,
Chaos Flail,,,Melee,Flails,Common,0.9kg,50,1.5m,One-Handed,FALSE,FALSE,FALSE,1,Bludgeoning,1d8,1d8,,,,,,,,"Concussive Smash, Weakening Strike, Tenacity",Main Hand Attack,,,,Off-Hand Attack (Melee),,,,FALSE,TRUE,Chaos Flail is a lightly enchanted (+1) variant of the Flails family of weapons. It is a martial melee weapon wielded in one hand.,,,
Brewing Ladle,,,Melee,Light Hammers,Uncommon,0.9kg,40,1.5m,One-Handed,FALSE,TRUE,TRUE,1,Bludgeoning,1d8,1d8,,,,,,,,Concussive Smash,Main Hand Attack,,,,Off-Hand Attack (Melee),,,,FALSE,TRUE,"Brewing Ladle is an uncommon, lightly enchanted (+1) variant of the Light Hammers family of weapons. It is a simple melee weapon wielded in one hand. It's a light weapon that anyone can dual-wield without special training. Its design lends itself well to be thrown at enemies as a projectile.",,,
Rod of Resurrection,,,Melee,Quarterstaves,Common,1.8kg,100,1.5m,Versatile,FALSE,FALSE,FALSE,,Bludgeoning,1d6,1d8,,,,,,,,Topple,Main Hand Attack,,,,,,,,TRUE,TRUE,Rod of Resurrection is a common Quarterstaff,,,
