Name,Image,Cost 1,Cost 2,Cost #,Cost 3,Cost on Hit 1,Cost on Hit 2,Cantrip,Spell,Concentration,Ritual,DMG1,DMG1 Type,DMG2,DMG2 Type,DMG3,DMG3 Type,DMG4,DMG4 Type,DMG5,DMG5 Type,DMG6,DMG6 Type,Range,Area,Area Type,Push,Pull,Special WA,WA,Illithid Power,Attack Roll Type,On Miss,Attack Type,Recharge,School,Spell Level,ST Ability,ST Base DC,ST DC Type,Half DMG on Save,On Save,Condition 1,Condition 1 ST Ability,Condition 1 Base DC,Condition 1 DC Type,Condition 1 Duration,Condition 2,Condition 2 ST Ability,Condition 2 Base DC,Condition 2 DC Type,Condition 2 Duration,Additional DMG per Spell Level,DMG User Level 1,DMG Increase 1,DMG User Level 2,DMG Increase 2,DMG User Level 3,DMG Increase 3,Additional DMG Type,Additional Target Per Spell Level,Subactions,Areas,Creatures,Items,Healing,Targets,Desc1,Desc2,Levels,,,,Spells,Non Spells,Cantrips,Illithid Powers,Weapon Actions
Erupting Cinder,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,4d6,Fire,,,,,,,,,,,18.0m,3.0m,Radius,,,FALSE,FALSE,FALSE,,,,,,,DEX,11,,TRUE,,,,,,,,,,,,,,,,,,,,FALSE,,Fire,,,,,Erupting Cinder is an action unique to the Fire Elemental.,"Stoke a giant cinderball and lob it, bursting in wide explosion and creating a fiery surface.",,,,,Hex (Constitution),Multiattack (Shadow-Cursed Shambling Mound),,,
Eternal Devotion,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,Long Rest,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,Self,Eternal Devotion is a class action available only to wearers of the Armour of Devotion. It restores a use of paladin's Channel Oath feature once per long rest.,Recite your Oath to regain 1  Channel Oath Charge.,,,,,Hex (Dexterity),Multiattack (Slayer),,,
Ethel's Insect Plague,,Action,,,,,,FALSE,TRUE,TRUE,FALSE,4d10,Piercing,,,,,,,,,,,18.0m,6.0m,Radius,,,FALSE,FALSE,FALSE,,,,,Conjuration,5,CON,,Spell Save DC,TRUE,,,,,,,,,,,,,,,,,,,,FALSE,,Insect Plague,,,,,"Ethel's Insect Plague is a level 5 conjuration spell. This spell allows Auntie Ethel to create a damaging, debilitating swarm of insects over a section of the battlefield. It cannot be learned by players and is only used by NPCs.","Locusts attack everyone within range, make the area Difficult Terrain, and impose Disadvantage on Perception Checks. Ethel and her allies are immune to the effects.",Casting this spell at a higher level grants no additional benefit.,,,,Hex (Intelligence),Multiattack (Spaw),,,
Evard's Black Tentacles,,Action,Level 4 Spell,,,,,FALSE,TRUE,TRUE,FALSE,3d6,Bludgeoning,,,,,,,,,,,18.0m,6.0m,Radius,,,FALSE,FALSE,FALSE,,,,,Conjuration,4,STR,,Spell Save DC,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,Black Tentacles,,,,,Evard's Black Tentacles is a level 4 conjuration spell. It summons tentacles in an area that make it difficult to move and harm creatures.,"Tentacles sprout from the ground, turning the area into Difficult Terrain, attacking and Smothering creatures within.",Casting this spell at a higher level grants no additional benefit.,,,,Hex (Strength),Multiattack (Steel Watcher Titan),,,
Exhort the Risen,,Action,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Enchantment,1,WIS,,Spell Save DC,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,"Command: Approach (Undead), Command: Drop (Undead), Command: Flee (Undead), Command: Grovel (Undead), Command: Halt (Undead)",,,,,,"Exhort the Risen is a level 1 enchantment spell. It allows the caster to command the undead, similar to the spell Command.",Subjugate the undead with your commands.,Casting this spell at a higher level grants no additional benefit.,,,,Hex (Wisdom),Multiattack (Tormented Soul),,,
Expert Stitching,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,33⁠Healing,Flesh only,"Expert Stitching is a class action which allows Ghoul Medics to repair Flesh. It is only usable after Flesh goes Berserk and heals it for 33⁠⁠hit points. Counterintuitively, this amount is reduced to 22⁠⁠hit points on Tactician difficulty and higher.",Stitch up a flesh golem to heal it.,,,,,Hunter's Mark,Multiattack (Vampire Spawn),,,
Explosive Icicle,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,3d8,Cold,3d8,Cold,3d8,Cold,,,,,,,18.0m,2.0m,Radius,,,FALSE,FALSE,FALSE,Ranged Spell,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,Ice,,,,,"Explosive Icicle is a Water Myrmidon action. Myrmidons use this ability to shoot three explosive blasts of ice, freezing the surrounding ground.",Hurl three tridents forged of glistening ice that pierce targets and create ice surfaces on impact.,,,,,Infernal Salve,Multiattack (Vampire),,,
Exposing Bite,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,STR,Piercing,1d4,Piercing,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,Melee Unarmed,,Unarmed,Short Rest,,,,,,FALSE,,Exposing Bite,,,,2 Turns,,,,,,,4,1d6,8,1d8,12,1d10,Piercing,FALSE,,,,,,,"Exposing Bite is a special attack used by some dire wolves, including in Wild Shape: Wolf form. It deals less damage but guarantees that the next melee attack against the target is a critical hit.","Nip at a target and distract it. If your attack hits, the next attack against the target from within 2 m / 7 ft will be a Critical Hit.","At level 4, this attack deals an additional 1d6⁠⁠Piercing damage. At level 8, this additional damage becomes 1d8⁠⁠Piercing. At level 12, this additional damage becomes 1d10⁠⁠Piercing.",,,,Invocation of Eternal Debt,Multiattack (Vengeful Soul),,,
Extract Brain,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,STR or DEX,Piercing,10d10,Piercing,,,,,,,,,1.5m,,,,,FALSE,FALSE,TRUE,Melee Spell,,,Per Turn,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6d6⁠Healing,Stunned or unconscious creature that is not  Prone,"Extract Brain is an action available to mind flayers. This ability lets a mind flayer try to extract the brain of an unconscious or stunned creature, dealing massive damage and healing itself.",Try to extract the brain of a Stunned or Unconscious creature.,,,,,Keeper's Fee,Multiattack (Water Elemental),,,
Extract Brain (Full-illithid),,Action,,,,,,FALSE,FALSE,FALSE,FALSE,STR or DEX,Piercing,5d10+50,Piercing,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,Melee Spell,,,Per Turn,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,6d6⁠Healing,"Stunned, prone, sleeping, or unconscious creature","Extract Brain is an action action and illithid power available to Full-illithids. This ability lets a mind flayer try to extract the brain of an unconscious or stunned creature, dealing massive damage and healing itself.","Lobotomize a nearby creature that is Stunned, Prone, Sleeping, or Unconscious.",,,,,Lovely Assistant,Multiattack (Werewolf),,,
Exude Mating Pheromones,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,3.0m,Radius,,,FALSE,FALSE,FALSE,,,,,,,,,,FALSE,,Mating Frenzy,,,,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,Self,Exude Mating Pheromones is an action available to the Chult Alioramus Colossa which grants damage resistance and bonus damage to herself and nearby Chult Alioramus.,The alioramus excretes its pheromones to drive any other nearby alioramus into a Frenzy.,,,,,Luminous Arrow,Mummy's Lullaby,,,
Eyebite,,Action,Level 6 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Necromancy,6,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,"Eyebite: Asleep, Eyebite: Panicked, Eyebite: Sickened",,,,,,Eyebite is a level 6 necromancy spell. It allows casters to choose amongst one of three debilitating conditions to impose on a single target.,"Your eyes become black corridors walled in teeth, your gaze capable of inflicting dread, sickness, or putting creatures to sleep. While Concentrating, you may cast Eyebite without expending a spell slot.",Casting this spell at a higher level grants no additional benefit.,,,,Lump's Command,Myrmidon's Immolation,,,
Eyebite: Asleep,,Action,Level 6 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Necromancy,6,,,,FALSE,,Sleeping,WIS,,Spell Save DC,10 Turns,Eyebite,,,,10 Turns,,,,,,,,,FALSE,,,,,,,Eyebite: Asleep is a level 6 necromancy spell. It allows the caster to repeatedly force enemies asleep.,Put a creature to sleep. The condition ends upon taking damage.,Casting this spell at a higher level grants no additional benefit.,,,,Mark of Putrefaction,Natural Recovery,,,
Eyebite: Panicked,,Action,Level 6 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Necromancy,6,,,,FALSE,,Fearful,WIS,,Spell Save DC,10 Turns,Eyebite,,,,10 Turns,,,,,,,,,FALSE,,,,,,,Eyebite: Panicked is a level 6 necromancy spell. It allows the caster to scare enemies for up to 10 turns.,Strike Fear deep into a creature's heart.,Casting this spell at a higher level grants no additional benefit.,,,,Mass Healing Word,Nature's Wrath,,,
Eyebite: Sickened,,Action,Level 6 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Necromancy,6,,,,FALSE,,Eyebite: Sickened,CON,,Spell Save DC,10 Turns,Eyebite,,,,10 Turns,,,,,,,,,FALSE,,,,,,,Eyebite: Sickened is a level 6 necromancy spell. It makes a target deathly sick every turn.,Afflict a creature with Disadvantage on Attack Rolls and Ability Checks.,Casting this spell at a higher level grants no additional benefit.,,,,Misty Step,Nebulous Black Hole,,,
Eyes of the Dark: Darkness,,Action,Sorcery Point,2,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Evocation,2,,,,FALSE,,Eyes of the Dark,,,,10 Turns,,,,,,,,,,,,,,FALSE,,Darkness,,,,,Eyes of the Dark: Darkness is a level 2 evocation spell. It creates a dark cloud that heavily obscures and blinds all creatures inside.,"Create a dark shroud that Heavily Obscures and Blinds creatures within. Creatures cannot make ranged attacks into or out of it. The caster can see normally in darkness, both magical and non-magical, to a distance of 25 m / 83 ft.",Casting this spell at a higher level grants no additional benefit.,,,,No Rest for the Wicked,Necrotic Bite,,,
Faerie Fire,,Action,Level 1 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,18.0m,6.0m,Radius,,,FALSE,FALSE,FALSE,,,,,Evocation,1,,,,FALSE,,Faerie Fire,DEX,,Spell Save DC,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,,Faerie Fire is a level 1 evocation spell. It allows spellcasters to conjure brilliant light. Any creature caught in the radius temporarily sheds faint light and prevents Invisibility.,"All targets within the light turn visible, and Attack rolls against them have Advantage.",Casting this spell at a higher level grants no additional benefit.,,,,Overwhelming Grief,Necrotic Claws (Shadow),,,
Faithwarden's Vines,,Action,,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,18.0m,3.0m,Radius,,,FALSE,FALSE,FALSE,,,,Long Rest,Conjuration,1,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,Twisting Vines,,,,,Faithwarden's Vines is a level 1 conjuration spell. This spell allows spellcasters to conjure magical vines and turn an area within range into difficult terrain. Creatures are possibly Entangled and move at half speed while standing in this area. It is equivalent in effect to the Druid's Level 1 Spell Entangle.,"Vines sprout from the ground, turning it into Difficult Terrain and possibly Entangling creatures within. Entangled creatures cannot move. An ally can use its help action to try and tear away the vines.",Casting this spell at a higher level grants no additional benefit.,,,,Pierce the Weak,Needles,,,
Fallen Lover,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,9.0m,,,,,FALSE,FALSE,FALSE,,,,Short Rest,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,Wood Woad,,,,Fallen Lover is a Dryad class action. This ability allows a dryad to summon a wood woad to fight alongside her.,Summon a Wood Woad bound to your tree to fight alongside you.,,,,,Promise of Wealth,Needlestorm,,,
False Life,,Action,Level 1 Spell,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,Necromancy,1,,,,FALSE,,False Life,,,,Long Rest,,,,,,,,,,,,,,FALSE,,,,,,Self,False Life is a level 1 necromancy spell. It allows spellcasters to gain Temporary Hit Points.,Bolster yourself with a necromantic facsimile of life to gain 7 temporary hit points. Can only have temporary hit points from one source.,Upcasting: Casting this spell at a higher level yields an extra  5 temporary hit points for each spell slot level above 1st.,,,,Reapply Hunter's Mark,Net,,,
Fangs of the Fire Snake,,Action,Ki Point,1,,,,FALSE,FALSE,FALSE,FALSE,Unarmed,Unarmed,,,1d10,Fire,,,,,,,6.0m,,,,,FALSE,FALSE,FALSE,Melee Unarmed,,Unarmed,,,,,,,FALSE,,Fangs of the Fire Snake,,,,1 Turn,,,,,,,,,,,,,,FALSE,,,,,,,"Fangs of the Fire Snake is an action that allows a Way of the Four Elements monk to hit an enemy with an unarmed strike from range, dealing bonus 1d10⁠⁠Fire damage and buffing subsequent attacks with 1d4⁠⁠Fire damage.",Hit foes from afar. Your next melee attacks deal an additional 1d4⁠⁠Fire damage.,,,,,Restore Vitality,Netherese Orb Blast,,,
Fear,,Action,Level 3 Spell,,,,,FALSE,TRUE,TRUE,FALSE,,,,,,,,,,,,,,9.0m,Cone,,,FALSE,FALSE,FALSE,,,,,Illusion,3,,,,FALSE,,Fearful,WIS,,Spell Save DC,2 Turns,Weapon Dropped!,WIS,,Spell Save DC,1 Turn,,,,,,,,,FALSE,,,,,,Self,"Fear is a level 3 illusion spell. It allows spellcasters to terrify targets by projecting phantasmal images, forcing enemies to flee.","Hostile targets drop everything and become Fearful: they have Disadvantage on Ability Checks and Attack Rolls. If the target ends their turn where they can't see you, they can make another Saving throw to shake off their fear.",Casting this spell at a higher level grants no additional benefit.,,,,Sanctuary,Nightbringer's Shadow Adepts,,,
Feign Death,,Action,Level 3 Spell,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,1.5m,,,,,FALSE,FALSE,FALSE,,,,,Necromancy,3,,,,FALSE,,Feigning Death,,,,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Feign Death is a level 3 necromancy spell. It allows spellcasters to put their allies into a magical, protective coma, feigning death.",Put an ally in a protective coma. They become Resistant to all damage except ⁠Psychic. Disease and poison no longer have any effect. Removed when Helped.,Casting this spell at a higher level grants no additional benefit.,,,,Sethan: Spiritual Greataxe,Ochre Sputum (acid),,,
Fey Presence,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,3.0m,Radius,,,FALSE,FALSE,FALSE,,,,Short Rest,,,WIS,,Spell Save DC,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,"Fey Presence: Beguiling, Fey Presence: Disturbing",,,,,Self,Fey Presence is an Archfey Warlock class action. This ability allows the Warlock to charm or frighten enemies at short range.,"Charm or Frighten nearby foes with the feywild's beguiling, disturbing magics.",,,,,Shadow Blade,Ochre Sputum (grease),,,
Fey Presence: Beguiling,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,3.0m,Radius,,,FALSE,FALSE,FALSE,,,,Short Rest,,,,,,FALSE,,Charmed,WIS,,Spell Save DC,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,Self,Fey Presence: Beguiling is an Archfey Warlock class action. This ability allows the Warlock to charm enemies at short range.,"Charm nearby foes with the feywild's beguiling, seductive magics.",,,,,Shar's Aegis,Ominous Bite,,,
Fey Presence: Disturbing,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,3.0m,Radius,,,FALSE,FALSE,FALSE,,,,Short Rest,,,,,,FALSE,,Frightened,WIS,,Spell Save DC,2 Turns,,,,,,,,,,,,,,FALSE,,,,,,Self,Fey Presence: Disturbing is an Archfey Warlock class action. This ability allows the Warlock to frighten enemies at short range.,"Frighten nearby foes with the feywild's distressing, flustering magics.",,,,,Share Untenable Secret,On Black Wings,,,
Fiendish Charm,,Action,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,,Enchantment,1,,,,FALSE,,Charmed,WIS,,Spell Save DC,10 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Fiendish Charm is a level 1 enchantment spell. Fiendish Charm is a class action available to Cambions. It allows the user to charm a humanoid enemy, prevented it from attacking the user. It cannot be learned by players and is only used by NPCs.","Charm a humanoid to prevent it from attacking you. You gain Advantage on Charisma Ability Checks in dialogue. You can only Charm a humanoid once per day with this action.Condition ends early if you or an ally hurts the target.In higher difficulty modes, the target might accuse you of enchanting them.",Casting this spell at a higher level grants no additional benefit.,,,,Shield of Faith,One with Shadows (class action),,,
Fierce Perilous Stakes,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,9.0m,,,,,FALSE,FALSE,TRUE,,,,Short Rest,,,,,,FALSE,,Fierce Perilous Stakes,INT,,Spell Save DC,3 Turns,,,,,,,,,,,,,,FALSE,,,,,,,"Fierce Perilous Stakes is an action and illithid power available to Full-Illithids. It grants a target a massive boost to critical hit chance and bonus psychic damage, but at the cost of suffering vulnerability to all damage types.","Grant an ally an additional 15⁠⁠Psychic damage, healing 2~16⁠⁠hit points when they attack. They become Vulnerable to all damage for the duration of this effect.",,,,,Shield of Screams,Open Wounds,,,
Fiery Bolt,,Action,,,,,,TRUE,FALSE,FALSE,FALSE,1d4,Fire,,,,,,,,,,,8.0m,,,,,FALSE,FALSE,FALSE,Ranged Spell,,,,Evocation,,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,Fiery Bolt is a cantrip (Evocation). It allows the caster to hurl a bolt of ⁠fire at an enemy. It cannot be learned by players and is only used by NPCs.,Hurl a mote of fire.,,,,,Silvered Bulwark,Orb of Negation,,,
Fiery Regurgitation,,Action,,,,,,FALSE,FALSE,FALSE,FALSE,STR,Fire,6d10,Fire,,,,,,,,,4.0m,2.0m,Radius,,,FALSE,FALSE,FALSE,,,,Per Turn,,,CON,,,TRUE,,Moderately Inebriated,,,,2 Turns,,,,,,,,,,,,,,FALSE,,Fire,,,,,Fiery Regurgitation is a action available to Thisobald Thorm while he has the condition Burning Reflux. He vomits up fire in an area and becomes slightly more inebriated.,A sip from the Brewer's special booze causes him to vomit fire.,,,,,Slash the Weak,Pacifying Spores,,,
Find Familiar,,Action,Level 1 Spell,,,,,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Short Rest,Conjuration,1,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,"Find Familiar: Cat, Find Familiar: Crab, Find Familiar: Frog, Find Familiar: Rat, Find Familiar: Raven, Find Familiar: Spider",,,,,,Find Familiar is a level 1 conjuration spell. It allows spellcasters to conjure a fey familiar that can aid them in combat and world exploration.,"Summon a familiar, a fey spirit that takes an animal form of your choosing",Casting this spell at a higher level grants no additional benefit.,,,,Soul Offering,Pact of the Blade,,,
Find Familiar: Boo,,Action,,,,,,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Short Rest,,1,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,Boo,,,,Find Familiar: Boo is a level 1 spell. This spell is a special version of Find Familiar that can only be used by Minsc.,"Summon your adorable, occasionally violent, and above all faithful companion, Boo.",Casting this spell at a higher level grants no additional benefit.,,,,Spindleweb Sanctuary,Pact of the Blade: Battleaxe,,,
Find Familiar: Cat,,Action,Level 1 Spell,,,,,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Short Rest,Conjuration,1,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,Conjured Cat,,,,Find Familiar: Cat is a level 1 conjuration spell. This spell is a variation of the spell Find Familiar that summons a small cat to the caster's side.,Summon a cat familiar that can Meow to distract your enemies.,Casting this spell at a higher level grants no additional benefit.,,,,Spiritual Weapon,Pact of the Blade: Flail,,,
Find Familiar: Crab,,Action,Level 1 Spell,,,,,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Short Rest,Conjuration,1,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,Conjured Crab,,,,Find Familiar: Crab is a level 1 conjuration spell. This spell is a variant of the spell Find Familiar that summons a small crab.,Summon a crab familiar that can slow enemies with its Crippling Pinch.,Casting this spell at a higher level grants no additional benefit.,,,,Spiritual Weapon: Greataxe,Pact of the Blade: Glaive,,,
Find Familiar: Frog,,Action,Level 1 Spell,,,,,FALSE,TRUE,FALSE,TRUE,,,,,,,,,,,,,18.0m,,,,,FALSE,FALSE,FALSE,,,,Short Rest,Conjuration,1,,,,FALSE,,,,,,,,,,,,,,,,,,,,FALSE,,,Conjured Frog,,,,Find Familiar: Frog is a level 1 conjuration spell. This spell is a variant of the spell Find Familiar that summons a small frog.,Summon a frog familiar who can spread its Bufotoxin to enemies.,Casting this spell at a higher level grants no additional benefit.,,,,Spiritual Weapon: Greatsword,Pact of the Blade: Greatsword,,,
